18553956,25251441,Anna Truong,Newbee,Kaya Toast Nướng - Cá Viên Singapore - 新加波咖椰吐司-鱼丸,J,5.0,05/10/2024,iPhone,1000046725,108,1,0,https://www.foody.vn/ho-chi-minh/kaya-toast-nuong-ca-vien-%E5%92%96%E6%A4%B0%E5%90%90%E5%8F%B8-%E9%B1%BC%E4%B8%B8-chachaanteng/binh-luan-18553956
18531078,56162725,hongphuong,Newbee,Kaya Toast Nướng - Cá Viên Singapore - 新加波咖椰吐司-鱼丸,Ngon vừa ăn,5.0,04/08/2024,Android,1000046725,115,1,0,https://www.foody.vn/ho-chi-minh/kaya-toast-nuong-ca-vien-%E5%92%96%E6%A4%B0%E5%90%90%E5%8F%B8-%E9%B1%BC%E4%B8%B8-chachaanteng/binh-luan-18531078
18521826,55605145,Julie Phạm,Newbee,Kaya Toast Nướng - Cá Viên Singapore - 新加波咖椰吐司-鱼丸,H,5.0,14/07/2024,iPhone,1000046725,147,1,0,https://www.foody.vn/ho-chi-minh/kaya-toast-nuong-ca-vien-%E5%92%96%E6%A4%B0%E5%90%90%E5%8F%B8-%E9%B1%BC%E4%B8%B8-chachaanteng/binh-luan-18521826
18511318,55927578,Trâm Ng Thị,Newbee,Ngon,Xiu ngon,7.0,24/06/2024,Android,1000046725,129,1,0,https://www.foody.vn/ho-chi-minh/kaya-toast-nuong-ca-vien-%E5%92%96%E6%A4%B0%E5%90%90%E5%8F%B8-%E9%B1%BC%E4%B8%B8-chachaanteng/binh-luan-18511318
18510701,55920421,Ma thị Hạnh,Newbee,Kaya Toast Nướng - Cá Viên Singapore - 新加波咖椰吐司-鱼丸,Rất tốt,7.4,23/06/2024,Android,1000046725,80,0,0,https://www.foody.vn/ho-chi-minh/kaya-toast-nuong-ca-vien-%E5%92%96%E6%A4%B0%E5%90%90%E5%8F%B8-%E9%B1%BC%E4%B8%B8-chachaanteng/binh-luan-18510701
18506509,1026362836,Lý thị vương,Newbee,Đồ ăn ngon quá,Đồ ăn ngon quá,5.0,15/06/2024,Android,1000046725,66,1,0,https://www.foody.vn/ho-chi-minh/kaya-toast-nuong-ca-vien-%E5%92%96%E6%A4%B0%E5%90%90%E5%8F%B8-%E9%B1%BC%E4%B8%B8-chachaanteng/binh-luan-18506509
18495585,55764439,0 4,Newbee,Đẹp quá,Muốn đi nhiều nơi,5.0,26/05/2024,Android,1000046725,86,0,0,https://www.foody.vn/ho-chi-minh/kaya-toast-nuong-ca-vien-%E5%92%96%E6%A4%B0%E5%90%90%E5%8F%B8-%E9%B1%BC%E4%B8%B8-chachaanteng/binh-luan-18495585
18309665,46163998,Le thao Thuy,Newbee,Kaya Toast Nướng - Cá Viên Singapore - 新加波咖椰吐司-鱼丸,Ngon,5.0,28/01/2024,iPhone,1000046725,268,1,0,https://www.foody.vn/ho-chi-minh/kaya-toast-nuong-ca-vien-%E5%92%96%E6%A4%B0%E5%90%90%E5%8F%B8-%E9%B1%BC%E4%B8%B8-chachaanteng/binh-luan-18309665
18222025,47200838,Quyen Le,Newbee,Kaya Toast Nướng - Cá Viên Singapore - 新加波咖椰吐司-鱼丸,Ngon,5.0,20/12/2023,iPhone,1000046725,236,0,0,https://www.foody.vn/ho-chi-minh/kaya-toast-nuong-ca-vien-%E5%92%96%E6%A4%B0%E5%90%90%E5%8F%B8-%E9%B1%BC%E4%B8%B8-chachaanteng/binh-luan-18222025
18221977,47200838,Quyen Le,Newbee,Kaya Toast Nướng - Cá Viên Singapore - 新加波咖椰吐司-鱼丸,Ngon waaa,5.0,20/12/2023,iPhone,1000046725,65,0,0,https://www.foody.vn/ho-chi-minh/kaya-toast-nuong-ca-vien-%E5%92%96%E6%A4%B0%E5%90%90%E5%8F%B8-%E9%B1%BC%E4%B8%B8-chachaanteng/binh-luan-18221977
9642646,13771476,Trinh  Nguyễn,Newbee,Chân Gà Nướng - Hẻm 291***,"Chân gà ướp thấm vị , cay cay , nước chấm thì vừa cay vừa thơm , có cả dưa leo và rau răm . Còn có những món như cánh gà , mề . Theo mình món nào cũng ổn",10.0,25/11/2020,iPhone,781978,89,1,0,https://www.foody.vn/ho-chi-minh/chan-ga-nuong-hem-291-vo-van-tan/binh-luan-9642646
9104095,19923329,Hưng Phát,Newbee,Chân Gà Nướng - Hẻm 291***,"Đi ngang thì thấy khói nướng nghi ngút và các a shipper đứng đông nên ghé vào ăn thử ko ngờ vì bản thân tình cờ tìm dc quán ngon , chân gà thấm vị , nc chấm cay cay thơm thơm 👍🏻👍🏻👍🏻",10.0,02/11/2020,iPhone,781978,48,0,0,https://www.foody.vn/ho-chi-minh/chan-ga-nuong-hem-291-vo-van-tan/binh-luan-9104095
6269795,15243224,Hoàng Hậu Mai,Newbee,ĂN LÀ NGHIỆN LUÔN NHA,"Thêm chân gà quá trời đang đi thì thấy quán nướng chân gà thơm ơi là thơm phải quẹo vào liền để mua mấy cặp để thưởng thức luôn nè. Chân gà được ướp thấm vị vô cùng ăn giòn rụm ngon ơi là ngon luôn nè ngoài chân gà ra thì còn nhiều món khác cũng hấp dẫn không kém như cánh gà nướng, mề gà, ức gà nữa ăn xong là lăn luôn nha",7.6,09/07/2020,Web,781978,1331,3,0,https://www.foody.vn/ho-chi-minh/chan-ga-nuong-hem-291-vo-van-tan/binh-luan-6269795
2460256,137317,Phượng,Newbee,Ngon xuất sắc,Thiệt là tuần nào cũng phải ghé qua đây để nhâm nhi cho đã thèm mà 😘😘,9.2,18/05/2020,iPhone,781978,215,0,0,https://www.foody.vn/ho-chi-minh/chan-ga-nuong-hem-291-vo-van-tan/binh-luan-2460256
3928208,721428,Thảo Ngân,Newbee,Ship thiếu nước,"Thanh toán trước qua Now rồi nhưng lại ship thiếu chai nước sâm hột é 14K, buồn ghê, đồ nướng thì cũng khá ok, cánh gà, chân gà, đồ lòng gà ngon, mỗi tội ship thiếu nước làm khát nước quá trời và mất tiền",6.2,15/01/2020,Android,781978,46,0,0,https://www.foody.vn/ho-chi-minh/chan-ga-nuong-hem-291-vo-van-tan/binh-luan-3928208
2651127,739819,Vy Yến,Newbee,Chân Gà Nướng - Hẻm 291 Võ Văn Tần,Chân gà tuy hơi nhỏ nhưng quán ướt đậm đà vừa ăn . Nước chấm okkk .Nói chung là ổn . Nên thử,7.0,23/05/2019,Android,781978,214,1,0,https://www.foody.vn/ho-chi-minh/chan-ga-nuong-hem-291-vo-van-tan/binh-luan-2651127
2630136,11276215,Dung,Newbee,Chân Gà Nướng - Hẻm 291 Võ Văn Tần,"Được giảm 25% nên mình order ăn thử. Hôm qua mình định order nhưng mới hơn 8h mà quán đã hết chân gà nên hôm nay  mình đặt sớm hơn, mình order qua Now 8 cặp chân gà - chân gà giòn, thơm, ngon nhưng khá nhỏ, so với giá 15k/cặp thì hơi mắc, 4 cây mề - mề to, mỗi cây được 5 mề, 2 cánh gà nướng - cánh gà ướp thấm và ngon. Nước chấm muối ớt xanh khá ngon, vừa miệng. 
Điểm trừ: quán cho dưa leo và rau răm cực ít. Lần sau order sẽ note xin thêm dưa leo 😁",8.4,10/05/2019,iPhone,781978,225,1,0,https://www.foody.vn/ho-chi-minh/chan-ga-nuong-hem-291-vo-van-tan/binh-luan-2630136
2608633,11619428,tiffany0908,Newbee,Rất hài lòng,Chân gfa tuy nhỏ nhưng thấm gia vị và nướng giòn . Ăn ko ngán . Dễ gặm . Chim cút thì thấm gia vị đậm đà lắm luôn . Có sả và ớt nên thơm ngon lại ko bị hôi. Mà quán ko ướp phẩm màu cam cam như chỗ khác nên ăn ko sợ .  Nước chấm muóii ớt xanh quán làm rất vừa miệng chua cay mặn ngọt . Lòng ăn ko hôi . Nhưng thaich nhat chân gà và chim cút.   Ăn nhiu chỗ mà chỗ này ok lắm . Được tặng lon heniken nữa chứ kakka . Rẻ ngon,8.6,25/04/2019,iPhone,781978,137,0,0,https://www.foody.vn/ho-chi-minh/chan-ga-nuong-hem-291-vo-van-tan/binh-luan-2608633
